2581733,130353,3757.0
2581733,308901,1170.0
2581733,110328,1585.0
2581733,361417,711.0
2581733,21926,726.0
2581733,94161,999.0
2581733,422854,45.0
2581733,100566,2469.0
2581733,231002,2185.0
2581733,66747,2047.0
2581733,399378,1890.0
2581733,312174,617.0
2581733,53978,974.0
2581733,371485,383.0
2581733,544311,2114.0
2581733,387955,1716.0
2581733,193171,2720.0
2581733,4353,1731.0
2581733,171158,3094.0
2581733,544345,1725.0
2581733,661333,2713.0
2581733,243322,950.0
2581733,105497,2806.0
2581733,28503,1278.0
2581733,235363,1318.0
2581733,186787,3000.0
2581733,2144,1541.0
2581733,158097,1319.0
2581733,379522,1532.0
2581733,168865,1551.0
2581733,230873,1742.0
2581733,121190,1502.0
2581733,95063,1615.0
2581733,49817,1086.0
2581733,275679,1347.0
2581733,334246,2541.0
2581733,421489,1929.0
2581733,152777,1344.0
2581733,3128,3581.0
2581733,86791,1063.0
2581733,61190,1123.0
2581733,555439,3442.0
2581733,293956,1501.0
2581733,258779,3088.0
2581733,20878,2036.0
2581733,137492,1005.0
2581733,348090,1925.0
2581733,93643,4070.0
2581733,304107,1202.0
2581733,133106,1838.0
2581733,153831,2400.0
2581733,415734,2251.0
2581733,88909,3576.0
2581733,193334,1516.0
2581733,115995,1522.0
2581733,230977,1154.0
2581733,311158,1560.0
2581733,59997,1077.0
2581733,181051,3787.0
2581733,349760,4033.0
2581733,21458,1319.0
2581733,345247,965.0
2581733,566460,1624.0
2581733,663250,1019.0
2581733,414734,3443.0
2581733,663971,1136.0
2581733,394964,2423.0
2581733,567198,1512.0
2581733,5559,1729.0
2581733,95014,1714.0
2581733,139729,2926.0
2581733,114355,1673.0
2581733,197481,1539.0
2581733,11427,1960.0
2581733,223179,1592.0
2581733,305745,1221.0
2581733,74233,2146.0
2581733,380959,759.0
2581733,137598,2406.0
2581733,345587,2364.0
2581733,27030,3435.0
2581733,567179,1561.0
2581733,662342,1351.0
2581733,401301,3479.0
2581733,365091,2569.0
2581733,358408,2141.0
2581733,212365,1568.0
2581733,412150,1967.0
2581733,544389,997.0
2581733,33584,1494.0
2581733,662132,1886.0
2581733,125441,2059.0
2581733,279582,3388.0
2581733,377759,1629.0
2581733,1166,2893.0
2581733,226318,2335.0
2581733,245410,1480.0
2581733,544215,2614.0
2581733,246002,2182.0
2581733,25793,2673.0
2581733,289363,3602.0
2581733,227963,2301.0
2581733,566394,1429.0
2581733,85494,1090.0
2581733,137487,2517.0
2581733,45650,1108.0
2581733,99594,1051.0
2581733,274765,1606.0
2581733,661250,3047.0
2581733,37982,789.0
2581733,58899,4128.0
2581733,422036,1735.0
2581733,178983,2107.0
2581733,394098,1848.0
2581733,544411,981.0
2581733,409315,3013.0
2581733,390657,2226.0
2581733,198030,2406.0
2581733,340711,3967.0
2581733,168860,3835.0
2581733,363652,1201.0
2581733,544333,555.0
2581733,11592,2795.0
2581733,243063,3601.0
2581733,378570,1388.0
2581733,52471,1749.0
2581733,381883,1722.0
2581733,53896,3645.0
2581733,544282,1025.0
2581733,117227,1568.0
2581733,663257,1372.0
2581733,42744,2098.0
2581733,264642,2299.0
2581733,663511,2074.0
2581733,580857,740.0
2581733,418503,2349.0
2581733,9889,1975.0
2581733,151872,3027.0
2581733,362981,810.0
2581733,340249,3647.0
2581733,231576,1883.0
2581733,116605,2086.0
2581733,156148,2877.0
2581733,1321,904.0
2581733,125466,1725.0
2581733,259223,3639.0
2581733,150534,2247.0
2581733,663121,561.0
2581733,315739,4389.0
2581733,567014,2310.0
2581733,413798,2734.0
2581733,56541,2167.0
2581733,266550,4058.0
2581733,396085,1585.0
2581733,182135,3760.0
2581733,81993,2333.0
2581733,566360,1461.0
2581733,63042,3142.0
2581733,51889,4302.0
2581733,207256,2178.0
2581733,220198,2392.0
2581733,29835,973.0
2581733,216275,2842.0
2581733,379447,3692.0
2581733,140726,3435.0
2581733,275089,4097.0
2581733,5310,4974.0
2581733,111915,1294.0
2581733,405266,3564.0
2581733,142517,4823.0
2581733,20453,2579.0
2581733,245607,4012.0
2581733,565935,1666.0
2581733,663458,2104.0
2581733,159333,3981.0
2581733,681304,3015.0
2581733,337489,2292.0
2581733,367688,3858.0
2581733,333496,3523.0
2581733,662412,1649.0
2581733,567131,2111.0
2581733,267883,3643.0
2581733,145431,795.0
2581733,180629,1465.0
2581733,667944,3118.0
2581733,555718,4009.0
2581733,85707,3878.0
2581733,125074,5255.0
2581733,266442,1435.0
2581733,114618,3500.0
2581733,171266,2367.0
2581733,323377,1375.0
2581733,247409,3778.0
2581733,127386,2043.0
2581733,584388,3866.0
2581733,158783,3631.0
2581733,116884,3648.0
2581733,566481,1272.0
2581733,350752,4076.0
2581733,5016,3633.0
2581733,669628,3785.0
2581733,669634,2613.0
2581733,302168,3395.0
2581733,141206,2586.0
2581733,544383,1236.0
2581733,43057,4982.0
2581733,663386,2657.0
2581733,321260,3610.0
2581733,404210,7784.0
2581733,566266,1878.0
2581733,663232,962.0
2581733,357769,5172.0
2581733,661449,4514.0
2581733,566419,1627.0
2581733,337413,2478.0
2581733,109356,3981.0
2581733,132948,3873.0
2581733,565990,2304.0
2581733,121312,2250.0
2581733,234561,952.0
2581733,584020,4267.0
2581733,219636,4297.0
2581733,662672,3262.0
2581733,24504,978.0
2581733,426448,3495.0
2581733,107544,3948.0
2581733,272984,2346.0
2581733,106505,2569.0
2581733,663414,1837.0
2581733,585519,4169.0
2581733,109475,935.0
2581733,663083,399.0
2581733,663951,1292.0
2581733,663134,970.0
2581733,544359,2157.0
2581733,122378,4330.0
2581733,357905,1676.0
2581733,140825,2526.0
2581733,406595,4507.0
2581733,544299,788.0
2581733,566300,2308.0
2581733,134614,4540.0
2581733,84350,5991.0
2581733,284258,4520.0
2581733,9081,4801.0
2581733,107351,6450.0
2581733,663450,2246.0
2581733,580928,2153.0
2581733,417718,212.0
2581733,362539,589.0
2581733,85610,5786.0
2581733,164024,5892.0
2581733,391594,3967.0
2581733,179508,4676.0
2581733,567077,2037.0
2581733,330732,5254.0
2581733,304151,1213.0
2581733,662723,2428.0
2581733,563356,3820.0
2581733,565668,4317.0
2581733,62059,3046.0
2581733,115363,3724.0
2581733,115692,3210.0
2581733,555812,4224.0
2581733,663241,942.0
2581733,681314,3180.0
2581733,284123,4127.0
2581733,140731,4735.0
2581733,601022,6249.0
2581733,661467,4819.0
2581733,295403,3303.0
2581733,681298,3093.0
2581733,356576,1689.0
2581733,383220,4348.0
2581733,249116,4679.0
2581733,90509,1432.0
2581733,105569,6083.0
2581733,668015,4945.0
2581733,359686,5022.0
2581733,544329,1395.0
2581733,123366,4816.0
2581733,183087,5473.0
2581733,253820,4402.0
2581733,326542,3434.0
2581733,416675,3900.0
2581733,565901,2786.0
2581733,544312,852.0
2581733,663803,2056.0
2581733,392430,2396.0
2581733,179492,4875.0
2581733,369556,4964.0
2581733,165691,5432.0
2581733,668061,3082.0
2581733,669649,1922.0
2581733,544196,1987.0
2581733,663565,2666.0
2581733,376690,5083.0
2581733,65254,6362.0
2581733,663878,2456.0
2581733,32879,6691.0
2581733,271077,7112.0
2581733,254970,5655.0
2581733,668047,3229.0
2581733,280023,5176.0
2581733,186436,3467.0
2581733,199262,3296.0
2581733,203657,3530.0
2581733,319634,7266.0
2581733,661351,4406.0
2581733,234285,4602.0
2581733,106871,3809.0
2581733,342314,2663.0
2581733,354293,5232.0
2581733,326514,7761.0
2581733,238098,5939.0
2581733,63837,3766.0
2581733,265334,4108.0
2581733,250387,4810.0
2581733,564734,4034.0
2581733,3834,7025.0
2581733,566197,2084.0
2581733,171947,6225.0
2581733,403114,6871.0
2581733,340978,4626.0
2581733,663544,2666.0
2581733,663487,1999.0
2581733,248224,6427.0
2581733,565919,2438.0
2581733,162105,7703.0
2581733,393277,6804.0
2581733,360058,4630.0
2581733,566761,3642.0
2581733,667982,5660.0
2581733,584215,3798.0
2581733,566140,2339.0
2581733,662542,1771.0
2581733,142499,6318.0
2581733,681293,2383.0
2581733,545441,7655.0
2581733,663284,1642.0
2581733,662293,1716.0
2581733,290983,3844.0
2581733,664089,1998.0
2581733,201258,4782.0
2581733,318274,7513.0
2581733,677555,4886.0
2581733,272255,4952.0
2581733,270509,6619.0
2581733,662623,3074.0
2581733,662269,1681.0
2581733,70515,3726.0
2581733,177481,7465.0
2581733,174439,4161.0
2581733,314816,3080.0
2581733,133353,6867.0
2581733,40344,5522.0
2581733,398468,4525.0
2581733,430901,5669.0
2581733,661400,4425.0
2581733,273019,5372.0
2581733,185664,5930.0
2581733,184333,5726.0
2581733,150456,4938.0
2581733,198100,7037.0
2581733,65505,3439.0
2581733,223545,5438.0
2581733,391190,3012.0
