4907742,112932,1329.0
4907742,113271,1424.0
4907742,110788,5583.0
4907742,112950,284.0
4907742,113240,589.0
4907742,112656,1449.0
4907742,113554,2029.0
4907742,114284,2537.0
4907742,113592,1141.0
4907742,112713,769.0
4907742,112934,474.0
4907742,113457,1004.0
4907742,113356,1079.0
4907742,113213,794.0
4907742,113725,1630.0
4907742,113321,2582.0
4907742,113814,2485.0
4907742,113907,1877.0
4907742,112651,2047.0
4907742,113560,1862.0
4907742,113391,1755.0
4907742,113373,1756.0
4907742,112945,253.0
4907742,112689,812.0
4907742,113072,2053.0
4907742,113154,2033.0
4907742,112937,1156.0
4907742,114192,2555.0
4907742,112939,1433.0
4907742,112185,4208.0
4907742,113440,1220.0
4907742,113202,988.0
4907742,112239,3674.0
4907742,112057,2262.0
4907742,113577,1238.0
4907742,112393,1560.0
4907742,112723,1285.0
4907742,113234,3247.0
4907742,113959,2496.0
4907742,113185,1364.0
4907742,112738,1858.0
4907742,114098,2384.0
4907742,112734,1492.0
4907742,113628,3169.0
4907742,113912,1533.0
4907742,113856,2184.0
4907742,112952,808.0
4907742,114041,2763.0
4907742,113919,1838.0
4907742,113904,1550.0
4907742,112397,1900.0
4907742,112975,2150.0
4907742,112786,3026.0
4907742,111600,5652.0
4907742,112824,2535.0
4907742,111534,4187.0
4907742,113547,2047.0
4907742,113103,2740.0
4907742,113874,3316.0
4907742,113401,3702.0
4907742,114297,2050.0
4907742,114528,3583.0
4907742,114000,2329.0
4907742,114203,2282.0
4907742,114164,3617.0
4907742,113415,2686.0
4907742,114583,2648.0
4907742,114111,2491.0
4907742,112708,647.0
4907742,114812,4040.0
4907742,114403,2282.0
4907742,114518,3822.0
4907742,112875,2534.0
4907742,111159,3558.0
4907742,113619,3508.0
4907742,112345,3308.0
4907742,113889,1619.0
4907742,114394,2246.0
4907742,114514,3321.0
4907742,114415,2216.0
4907742,113539,2968.0
4907742,113379,1175.0
4907742,114115,2030.0
4907742,113566,1586.0
4907742,113875,1940.0
4907742,114530,4458.0
4907742,111621,3020.0
4907742,110340,5274.0
4907742,114543,5198.0
4907742,114147,1909.0
4907742,113261,1022.0
4907742,111665,3078.0
4907742,113639,3168.0
4907742,110355,4988.0
4907742,110823,5460.0
4907742,114607,2595.0
4907742,114092,1783.0
4907742,112019,7353.0
4907742,114417,2655.0
4907742,113237,1040.0
4907742,113650,2094.0
4907742,115328,4726.0
4907742,112140,4394.0
4907742,113951,4007.0
4907742,110794,4150.0
4907742,114225,3888.0
4907742,113083,6461.0
4907742,115680,4947.0
4907742,110798,4086.0
4907742,113368,4378.0
4907742,110864,4980.0
4907742,114436,2637.0
4907742,114321,2187.0
4907742,113935,4533.0
4907742,111644,5061.0
4907742,110821,7215.0
4907742,113615,4294.0
4907742,111156,4685.0
4907742,111299,4233.0
4907742,111974,4569.0
4907742,111973,6116.0
4907742,110686,4761.0
4907742,110801,5943.0
4907742,114384,2275.0
4907742,115625,5799.0
4907742,112197,3597.0
4907742,111494,6202.0
4907742,115338,5335.0
4907742,109766,7146.0
4907742,114608,2595.0
4907742,112201,6032.0
4907742,114161,4589.0
4907742,109893,6175.0
4907742,113421,2910.0
4907742,113632,4404.0
4907742,110356,4740.0
4907742,110316,5923.0
4907742,110362,5358.0
4907742,115514,4791.0
4907742,110410,5277.0
4907742,111520,5661.0
4907742,112808,6277.0
4907742,111832,4974.0
4907742,110819,5236.0
4907742,113998,6353.0
4907742,113736,3183.0
4907742,111814,4698.0
4907742,114549,5206.0
4907742,114552,5934.0
4907742,114235,5505.0
4907742,109689,5483.0
4907742,112579,4210.0
4907742,110560,5665.0
4907742,110351,6145.0
